,starters,subGroup
9506,Is it because of,domestic-violence_0
9507,Or is it because,domestic-violence_0
9508,You must consider that,domestic-violence_0
9509,So if the abuse,domestic-violence_0
9510,On the other hand,domestic-violence_0
9511,It seems as though,domestic-violence_0
9512,Although your question revealed,domestic-violence_0
9513,Sometimes it 's extremely,domestic-violence_0
9514,"However , with time",domestic-violence_0
9515,Each day will get,domestic-violence_0
9516,"However , if you",domestic-violence_0
9517,You need to tell,domestic-violence_0
9518,This gives her a,domestic-violence_0
9519,If after this there,domestic-violence_0
9520,I also think it,domestic-violence_0
9521,Are there any hobbies,domestic-violence_0
9522,Are there any groups,domestic-violence_0
9523,Start looking into these,domestic-violence_0
9524,It is certainly not,domestic-violence_0
9525,You need to have,domestic-violence_0
9526,Thank you for reaching,domestic-violence_0
9527,I wish you the,domestic-violence_0
9528,There are plenty of,domestic-violence_0
9529,  This seems to,domestic-violence_0
9530,"In my experience ,",domestic-violence_0
9531,Violence is never okay,domestic-violence_0
9532,and regardless of his,domestic-violence_0
9533,You have to look,domestic-violence_0
9534,Is he an asset,domestic-violence_0
9535,I think you ’ll,domestic-violence_0
9536,Best of luck to,domestic-violence_0
9537,I will assume that,domestic-violence_4
9538,"However , I highly",domestic-violence_4
9539,  There are confidential,domestic-violence_4
9540,Some / most also,domestic-violence_4
9541,That would be a,domestic-violence_4
9542,The important thing to,domestic-violence_4
9543,Having anger and trust,domestic-violence_4
9544,At your brother for,domestic-violence_4
9545,Having trouble trusting ?,domestic-violence_4
9546,The very people who,domestic-violence_4
9547,Two books that might,domestic-violence_4
9575,You must be feeling,anger-management_4
9576,Some people seem to,anger-management_4
9577,One thing to learn,anger-management_4
9578,  Notice your heart,anger-management_4
9579,Move out of the,anger-management_4
9580,  When you are,anger-management_4
9581,If she does n't,anger-management_4
9582,Finally if you need,anger-management_4
9583,Must you keep this,anger-management_4
9584,It is possible each,anger-management_4
9585,If the choice is,anger-management_4
9586,Since you already know,anger-management_4
9587,Either choice is fine,anger-management_4
9588,  Let the decision,anger-management_4
9589,Anger is a normal,anger-management_4
9590,It 's not anger,anger-management_4
9591,Being able to control,anger-management_4
9592,There are some whose,anger-management_4
9593,I would encourage you,anger-management_4
9594,"In addition , I",anger-management_4
9595,The first step is,anger-management_4
9596,"Remember , anger is",anger-management_4
9597,Hope this helps ...,anger-management_4
9598,"Well , yes ,",anger-management_4
9599,   They see someone,anger-management_4
9600,   That 's a,anger-management_4
9601,   Do you think,anger-management_4
9602,   The thing is,anger-management_4
9603,   Acting out is,anger-management_4
9604,   Do you need,anger-management_4
9605,   My guess is,anger-management_4
9606,First you need to,anger-management_4
9607,   If you are,anger-management_4
9608,It 's in   ,anger-management_4
9609,   That may mean,anger-management_4
9610,"The next , and",anger-management_4
9611,   Or are you,anger-management_4
9612,   Anger is a,anger-management_4
9613,"   Anger , which",anger-management_4
9614,   That means people,anger-management_4
9615,That does n't excuse,anger-management_4
9616,Get in t o,anger-management_4
9617,   You need a,anger-management_4
9618,   You are not,anger-management_4
9619,Yes you can ..,anger-management_4
9620,   You have more,anger-management_4
9621,   If this is,anger-management_4
9622,   Try going to,anger-management_4
9623,   It will help,anger-management_4
9624,   If you ca,anger-management_4
9625,Anger does have its,anger-management_4
9626,   When anger is,anger-management_4
9627,   In the very,anger-management_4
9628,   As Sherry noted,anger-management_4
9629,   Awareness is fundamental,anger-management_4
9630,   Becoming aware of,anger-management_4
9631,   The next time,anger-management_4
9632,   Find out what,anger-management_4
9633,   You will become,anger-management_4
9634,A professional can assist,anger-management_4
9635,I do n't like,anger-management_4
9636,   It is such,anger-management_4
9637,   However I would,anger-management_4
9638,   I have found,anger-management_4
9639,   Try and see,anger-management_4
9640,   You will be,anger-management_4
9641,Anyone who asks whether,anger-management_4
9642,Your answer to the,anger-management_4
9643,Since you already understand,anger-management_4
9644,"Be aware , consider",anger-management_4
9645,  Based on your,anger-management_4
9646,Knowing more about the,anger-management_4
9692,Anger is not necessarily,anger-management_3
9693,If you are angry,anger-management_3
9694,Anger usually comes along,anger-management_3
9695,Consider looking at what,anger-management_3
9696,If you get along,anger-management_3
9697,Do you feel criticized,anger-management_3
9698,There could be any,anger-management_3
9699,I wonder if you,anger-management_3
9700,Try to keep an,anger-management_3
9701,Anger is a real,anger-management_3
9702,It almost always connects,anger-management_3
9729,If your son is,anger-management_4
9730,   Do n't take,anger-management_4
9731,   For him   ,anger-management_4
9732,   He is seeking,anger-management_4
9733,   Get it immediately,anger-management_4
9734,   Best to be,anger-management_4
9735,Let me start my,anger-management_4
9736,  I wo nt,anger-management_4
9737,My first observation is,anger-management_4
9738,I 'd encourage him,anger-management_4
9739,His containment and sense,anger-management_4
9740,"Seek professional help ,",anger-management_4
9741,With me knowing that,anger-management_3
9742,   Before he becomes,anger-management_3
9743,"Otherwise , yes this",anger-management_3
9744,   I would suggest,anger-management_3
9745,   Not be surprised,anger-management_3
9746,My gut says that,anger-management_3
9747,You can start by,anger-management_3
9748,You can only change,anger-management_3
9749,You want to protect,anger-management_3
9750,I urge you to,anger-management_3
9751,Best question is ....,anger-management_3
9752,   You ca n't,anger-management_3
9753,   If you feel,anger-management_3
9754,   Taking it out,anger-management_3
9755,   This will be,anger-management_3
9756,   Get some professional,anger-management_3
9757,Knowing how you feel,anger-management_4
9758,"Anger , whatever the",anger-management_4
9759,Try thinking over your,anger-management_4
9760,"Also , if either",anger-management_4
9761,   Even without drinking,anger-management_4
9762,If this describes part,anger-management_4
9818,"Well , then give",anger-management_3
9819,  Your answer will,anger-management_3
9820,Sometimes the family in,anger-management_3
9821,In some families there,anger-management_3
9822,By knowing where your,anger-management_3
9823,"Also , spend some",anger-management_3
9824,"Often , people who",anger-management_3
9825,  They have a,anger-management_3
9826,By having a good,anger-management_3
9827,Probably good to know,anger-management_4
9828,If you 're sleeping,anger-management_4
9829,"Basically , if the",anger-management_4
9830,Depending on whether they,anger-management_4
9831,I do n't really,anger-management_4
9832,One path I do,anger-management_4
9833,Your needs matter .,anger-management_4
9834,What result are you,anger-management_3
9835,"Since you ask ,",anger-management_3
9836,This is true even,anger-management_3
9837,What are you really,anger-management_3
9838,A lot of times,anger-management_3
9839,   A surface situation,anger-management_3
9840,The fury may have,anger-management_3
9841,If at the time,anger-management_3
9842,Without practice of being,anger-management_3
9843,It is possible that,anger-management_3
9844,As a way to,anger-management_3
9845,I hope you will,anger-management_3
9846,"First off , it",anger-management_3
9847,It is also really,anger-management_3
9848,Fortunately there are many,anger-management_3
9849,There are several strategies,anger-management_3
9850,  Try a different,anger-management_3
9851,Since   arguing with,anger-management_3
9852,  Choose a time,anger-management_3
9853,"Use "" I phrases",anger-management_3
9854,  Validate what you,anger-management_3
9855,When you feel yourself,anger-management_3
9856,Simply excuse yourself from,anger-management_3
9857,"Close your eyes ,",anger-management_3
9858,Focus on nothing except,anger-management_3
9859,Stop any negative thoughts,anger-management_3
9860,Often times when we,anger-management_3
9861,When you catch yourself,anger-management_3
9862,If you can not,anger-management_3
9863,"Finally , find a",anger-management_3
9864,Keeping your emotions to,anger-management_3
9865,Being able to express,anger-management_3
9866,I wish you all,anger-management_3
9867,I 'm sorry you,anger-management_3
9868,  Ideally parents are,anger-management_3
9869,Everyone likes feeling loved,anger-management_3
9870,   Do you feel,anger-management_3
9871,The real question is,anger-management_3
9872,I agree with your,anger-management_3
9873,See if your area,anger-management_3
9874,  Generally the non,anger-management_3
9875,One possibility is to,anger-management_3
9876,They may very well,anger-management_3
9877,  They may even,anger-management_3
9878,"Last , if you",anger-management_3
9879,  This person may,anger-management_3
9880,"Hi Nashville , I",anger-management_3
9881,It does n't feel,anger-management_3
9882,Working with a therapist,anger-management_3
9883,It 's likely to,anger-management_3
9884,We develop ways of,anger-management_3
9885,"So , when someone",anger-management_3
9886,"In that moment ,",anger-management_3
9887,You fail to recognise,anger-management_3
9888,I suggest finding a,anger-management_3
9889,You can learn to,anger-management_3
9890,Sometimes we react to,anger-management_3
9891,Typically by not reacting,anger-management_3
9892,One of the strategies,anger-management_3
9893,When faced with a,anger-management_3
9894,"After doing so ,",anger-management_3
9895,"Hi , Newark .",anger-management_3
9896,It sounds to me,anger-management_3
9897,You might feel very,anger-management_3
9898,He 's changed .,anger-management_3
9899,It 's unfair for,anger-management_3
9900,His mood issues are,anger-management_3
9901,  Are you respecting,anger-management_3
9902,You can let him,anger-management_3
9903,He may be experiencing,anger-management_3
9904,It could be that,anger-management_3
9905,You can try a,anger-management_3
9906,You do n't seem,anger-management_3
9907,Some things are happening,anger-management_3
9908,Will you see a,anger-management_3
9909,Perhaps you could go,anger-management_3
9910,   It 's about,anger-management_3
9911,I wish you well,anger-management_3
9920,I suggest that you,anger-management_4
9921,  Emotional awareness basically,anger-management_4
9922,Emotional awareness also means,anger-management_4
9923,In other words knowing,anger-management_4
9924,Often feelings of hurt,anger-management_4
9925,Being emotionally aware also,anger-management_4
9926,Being unable to do,anger-management_4
9927,Many people for many,anger-management_4
9928,"For example , men",anger-management_4
9929,"Therefore , many men",anger-management_4
9930,Being taught not to,anger-management_4
9931,Instead it makes us,anger-management_4
9932,If a man never,anger-management_4
9933,You can control yourself,anger-management_4
9934,"Walk away , remove",anger-management_4
9935,Instead of reacting the,anger-management_4
9936,What is the real,anger-management_4
9937,Maybe you can begin,anger-management_4
9938,  It might help,anger-management_4
9939,Write down everything that,anger-management_4
9940,That might help you,anger-management_4
9941,Talking with a therapist,anger-management_4
10032,One way to concentrate,intimacy_4
10033,Start with short time,intimacy_4
10034,  You 'll more,intimacy_4
10035,Once you start seeing,intimacy_4
10036,The task of self,intimacy_4
10037,"Also , before starting",intimacy_4
10038,"If there is ,",intimacy_4
10039,Before someone can engage,intimacy_4
10040,Your question highlights your,intimacy_3
10041,   What you are,intimacy_3
10042,One partner feels terribly,intimacy_3
10043,  My mind immediately,intimacy_3
10044,What do you say,intimacy_3
10045,   What do you,intimacy_3
10046,Do you ask for,intimacy_3
10047,   Does this lead,intimacy_3
10048,   Do you stay,intimacy_3
10049,"Regardless of "" who",intimacy_3
10050,   If both partners,intimacy_3
10051,   As the patterns,intimacy_3
10052,Some couples can do,intimacy_3
10053,"   The book """,intimacy_3
10054,   When a therapist,intimacy_3
10055,   You can learn,intimacy_3
10056,It 's telling you,intimacy_3
10057,Reconnection comes when we,intimacy_3
10058,If you can do,intimacy_3
10059,   If you encounter,intimacy_3
10060,   Pain means this,intimacy_3
10061,   You and your,intimacy_3
10062,Piggybacking on the other,intimacy_3
10063,Surveying the demographical data,intimacy_3
10064,And for lots of,intimacy_3
10065,  Seems like you,intimacy_3
10066,Doesn't have to be,intimacy_3
10067,And from my own,intimacy_3
10068,So my encouragement to,intimacy_3
10069,  As hard as,intimacy_3
10070,Use an open and,intimacy_3
10071,  Ask him what,intimacy_3
10072,  What is it,intimacy_3
10073,What helps him feel,intimacy_3
10074,What little things that,intimacy_3
10075,  Like Sherry said,intimacy_3
10076,We only need a,intimacy_3
10077,If he can give,intimacy_3
10078,By the time a,intimacy_3
10079,We 've stopped enjoying,intimacy_3
10080,Try and think creatively,intimacy_3
10081,"Concerts , museums ,",intimacy_3
10082,Some of my favorite,intimacy_3
10083,"Five Love Languages """,intimacy_3
10084,My very warmest regards,intimacy_3
10085,I 'm sure you,intimacy_3
10086,Have a conversation with,intimacy_3
10087,See if he relaxes,intimacy_3
10088,Do n't try to,intimacy_3
10089,It 's the first,intimacy_3
10090,I 'm sorry for,intimacy_3
10091,  Are you and,intimacy_3
10092,  The way two,intimacy_3
10093,Your current emotional suffering,intimacy_3
10094,If your husband wants,intimacy_3
10095,  If he does,intimacy_3
10096,Also a question for,intimacy_3
10097,Communication opens up what,intimacy_3
10098,The more you know,intimacy_3
10099,Much like the saying,intimacy_3
10100,It is important for,intimacy_3
10101,I regularly recommend that,intimacy_3
10102,Start asking about your,intimacy_3
10103,Feeling alone in your,intimacy_3
10104,Wanting connection with your,intimacy_3
10105,"But , change is",intimacy_3
10106,You might be able,intimacy_3
10107,They are trained in,intimacy_3
10108,  I 'm also,intimacy_3
10109,If there was something,intimacy_3
10110,It can provide a,intimacy_3
10111,Your question shows that,intimacy_3
10112,Many couples go through,intimacy_3
10113,What I think can,intimacy_3
10114,Understand what his primary,intimacy_3
10115,Understand what your primary,intimacy_3
10116,What would you like,intimacy_3
10117,What would he like,intimacy_3
10118,Be honest about your,intimacy_3
10119,Help him understand you,intimacy_3
10120,Let him know how,intimacy_3
10121,Sometimes if you just,intimacy_3
10122,Couples / Marriage Therapy,intimacy_3
10123,What you are describing,intimacy_3
10124,This is the idea,intimacy_3
10125,It is not uncommon,intimacy_3
10126,When we do n't,intimacy_3
10127,The emotional distance often,intimacy_3
10128,These types of feelings,intimacy_3
10129,Feeling reconnected can occur--,intimacy_3
10130,but there is not,intimacy_3
10131,As a first step,intimacy_3
10132,Have you considering talking,intimacy_3
10133,Or how about discussing,intimacy_3
10134,If this is too,intimacy_3
10135,  a fist meeting,intimacy_3
10136,I can think of,intimacy_3
10137,I do n't know,intimacy_3
10138,Have you considered a,intimacy_3
10139,Communicating this way can,intimacy_3
10140,"Also , you may",intimacy_3
10141,Consider what makes your,intimacy_3
10142,Can you name a,intimacy_3
10143,Can he do the,intimacy_3
10144,There is some more,intimacy_3
10145,Try to praise yourself,intimacy_3
10146,You may also find,intimacy_3
10147,As one more thought,intimacy_3
10148,If you are both,intimacy_3
10149,Best wishes in your,intimacy_3
10150,Ask her to consider,intimacy_0
10151,Clearly since you 're,intimacy_0
10152,She may not realize,intimacy_0
10153,   In the end,intimacy_0
10154,At least you will,intimacy_0
10155,As someone who specializes,intimacy_1
10156,It can be helpful,intimacy_1
10157,"That being said ,",intimacy_1
10158,This combined with the,intimacy_1
10159,My encouragement to you,intimacy_1
10160,"Now , IF you",intimacy_1
10161,The empty feeling could,intimacy_1
10162,we have to always,intimacy_1
10163,. say about what,intimacy_1
10164,   I also agree,intimacy_1
10165,   When you can,intimacy_1
10166,Some of the resources,intimacy_1
10167,Than Two : a,intimacy_1
10168,Ethical Slut : a,intimacy_1
10169,All the Way :,intimacy_1
10170,The key is to,intimacy_1
10171,Robin 's also right,intimacy_1
10172,Some of the suggested,intimacy_1
10173,And if you need,intimacy_1
10174,Best of luck to,intimacy_1
10175,Because the acrobatics and,intimacy_1
10176,Try to distinguish between,intimacy_1
10177,You need to have,intimacy_1
10178,Evaluate the status of,intimacy_1
10179,Are you having issues,intimacy_1
10180,Not feeling satisfied with,intimacy_1
10181,How has your sex,intimacy_1
10182,  If there are,intimacy_1
10183,  Open relationships and,intimacy_1
10184,"Sure , there are",intimacy_1
10185,  Let me say,intimacy_1
10186,This is not likely,intimacy_1
10187,Dig deep to find,intimacy_1
10188,What thoughts are going,intimacy_1
10189,You 'll get the,intimacy_1
10190,The other thing that,intimacy_1
10191,If you do n't,intimacy_1
10192,  If you 're,intimacy_1
10193,Set the limits before,intimacy_1
10194,Turn it around and,intimacy_1
10195,It is perfectly natural,intimacy_1
10196,A lot of people,intimacy_1
10197,People who marry young,intimacy_1
10198,The REASON you are,intimacy_1
10199,If there are problems,intimacy_1
10200,   As you have,intimacy_1
10201,I can appreciate the,intimacy_1
10202,   You have identified,intimacy_1
10203,"   One , is",intimacy_1
10204,   Are you trying,intimacy_1
10205,   Are you trying,intimacy_1
10206,   Perhaps be careful,intimacy_1
10207,In the whole event,intimacy_1
10208,   Were you craving,intimacy_1
10209,   These are questions,intimacy_1
10210,   Its always good,intimacy_1
10211,And always measure the,intimacy_1
10212,"Hello , and thank",intimacy_1
10213,"Nervousness , when doing",intimacy_1
10214,"Indeed , despite the",intimacy_1
10215,Many people who engage,intimacy_1
10216,This does n't prove,intimacy_1
10217,And many people who,intimacy_1
10218,"Of course , all",intimacy_1
10219,There could be several,intimacy_1
10220,One reason could be,intimacy_1
10221,Some time and good,intimacy_1
10222,Another reason this may,intimacy_1
10223,They are supposed to,intimacy_1
10224,Just because you may,intimacy_1
10225,We all have .,intimacy_1
10226,Another reason this may,intimacy_1
10227,Perhaps there are a,intimacy_1
10228,When you get the,intimacy_1
10229,One thing that I,intimacy_1
10230,It may even be,intimacy_1
10231,It is important that,intimacy_1
10232,If you continue to,intimacy_1
10233,   I wish you,intimacy_1
10234,"Robin J. Landwehr ,",intimacy_1
10235,Whether to divorce or,intimacy_4
10236,Marriage is its own,intimacy_4
10237,Examine your terms of,intimacy_4
10238,Maybe you have very,intimacy_4
10239,Maybe you don’t .,intimacy_4
10240,Only you can decide,intimacy_4
10241,Clearly you seem interested,intimacy_4
10242,But it seems like,intimacy_4
10243,And I have so,intimacy_4
10244,   Are you willing,intimacy_4
10245,  Do you want,intimacy_4
10246,Do you want to,intimacy_4
10247,   It will also,intimacy_4
10248,I provide a combination,intimacy_4
10249,    En el trabajo,intimacy_4
10250,   Recientemente se fijo,intimacy_4
10251,El hablaba con mujeres,intimacy_4
10252,Claramente tu estas interesada,intimacy_4
10253,   Pero al parecer,intimacy_4
10254,   Tengo varias preguntas,intimacy_4
10255,  ¿ Estás dispuesta,intimacy_4
10256,   ¿ Quieres quedarte,intimacy_4
10257,¿ Te gustaría abrir,intimacy_4
10258,   También les ayudaría,intimacy_4
10259,   En mi consultorio,intimacy_4
10260,It may be helpful,intimacy_4
10261,Whether or not you,intimacy_4
10262,This does not work,intimacy_4
10263,If it is something,intimacy_4
10264,If you want to,intimacy_4
10265,What can you start,intimacy_4
10266,That does not mean,intimacy_4
10267,Sometime having discussions like,intimacy_4
10268,If either of you,intimacy_4
10269,Divorce is not the,intimacy_4
10270,There are many different,intimacy_1
10271,I would recommend a,intimacy_1
10272,i would want to,intimacy_1
10273,Where is your husband,intimacy_1
10274,"Is he resentful ,",intimacy_1
10275,What is your past,intimacy_1
10276,has this had an,intimacy_1
10277,Understand that intimacy is,intimacy_1
10278,What other ways can,intimacy_1
10279,It sounds like there,intimacy_1
10280,Couples counseling would be,intimacy_1
10281,  All of these,intimacy_1
10282,You need to talk,intimacy_1
10283,It 's encouraging that,intimacy_1
10284,You do n't say,intimacy_1
10285,Most likely to connect,intimacy_1
10286,Men often feel fulfilled,intimacy_1
10287,For women that can,intimacy_1
10288,A woman who loves,intimacy_1
10289,Self - pleasuring can,intimacy_1
10290,  A good counselor,intimacy_1
10291,Shop around and be,intimacy_1
10292,The numbers you write,intimacy_1
10293,The key is your,intimacy_1
10294,"And , know if",intimacy_1
10295,Knowing the other possibilities,intimacy_1
10296,If you 've ruled,intimacy_1
10297,There are a lot,intimacy_1
10298,"First , different people",intimacy_1
10299,Because you say both,intimacy_1
10300,One person would be,intimacy_1
10301,Then the rules would,intimacy_1
10302,After you both become,intimacy_1
10303,Dr. Tammy Nelson is,intimacy_1
10304,This does not mean,intimacy_1
10305,In addition to connecting,intimacy_1
10306,It may be that,intimacy_1
10307,When it comes to,intimacy_1
10308,In order to develop,intimacy_1
10309,  I would take,intimacy_1
10310,  Explore your own,intimacy_1
10311,Once you 've engaged,intimacy_1
10312,  Are there specific,intimacy_1
10313,Sometimes the reasons might,intimacy_1
10314,  From a sexual,intimacy_1
10315,   Begin by taking,intimacy_1
10316,"Lastly , if you",intimacy_1
10317,"Hi there ,  ",intimacy_1
10318,Sexual intimacy is an,intimacy_1
10319,  The first step,intimacy_1
10320,It 's important you,intimacy_1
10321,"For example , asking",intimacy_1
10322,When having this conversation,intimacy_1
10323,The point of the,intimacy_1
10324,  There are couples,intimacy_1
10325,If you are both,intimacy_1
10326,  If there is,intimacy_1
10327,I work with many,intimacy_1
10328,The one aspect I,intimacy_1
10329,There really is n't,intimacy_1
10330,If having sex 4,intimacy_1
10331,If you or your,intimacy_1
10332,The aspect of connectedness,intimacy_1
10333,While sex can be,intimacy_1
10334,I find that communication,intimacy_1
10335,"Unfortunately , you will",intimacy_4
10336,This is really frustrating,intimacy_4
10337,So if you can,intimacy_4
10338,He may have been,intimacy_4
10339,"As for options ,",intimacy_4
10340,This could be a,intimacy_4
10341,He would need to,intimacy_4
10342,"But remember , there",intimacy_4
10343,You would need to,intimacy_4
10344,And go from there,intimacy_4
10345,A couples counselor can,intimacy_4
10346,  More important than,intimacy_4
10347,Do you trust him,intimacy_4
10348,Were there trust issues,intimacy_4
10349,Does he hide things,intimacy_4
10350,Identifying your current trust,intimacy_4
10351,"Hope this helps ,",intimacy_4
10352,I 've been in,intimacy_4
10353,"In my experience ,",intimacy_4
10354,By pushing you to,intimacy_4
10355,In a guilty man,intimacy_4
10356,but you 're much,intimacy_4
10357,Often they use intimidation,intimacy_4
10358,   He 'll never,intimacy_4
10359,Truly they do n't,intimacy_4
10360,They desperately want us,intimacy_4
10361,It sounds like you,intimacy_4
10362,   The reality is,intimacy_4
10363,"   Infidelity , though",intimacy_4
10364,   Secrecy and dishonesty,intimacy_4
10365,    I encourage you,intimacy_4
10366,   The longer you,intimacy_4
10367,Please get qualified help,intimacy_4
10368,"Hello , The truth",intimacy_4
10369,   One thing is,intimacy_4
10370,   The best thing,intimacy_4
10371,   It sounds as,intimacy_4
10372,   It will take,intimacy_4
10373,   Do n't wait,intimacy_4
10374,   Mirella ~ Image,intimacy_4
10375,The only two people,intimacy_4
10376,The question you did,intimacy_4
10377,Ideally your husband cares,intimacy_4
10378,If you state your,intimacy_4
10379,   Hopefully the two,intimacy_4
10380,If he 's unwilling,intimacy_4
10381,The answer lies in,intimacy_4
10382,How will things end,intimacy_4
10383,Will you leave ?,intimacy_4
10384,Will you try to,intimacy_4
10385,The multiple versions are,intimacy_4
10386,He seems unable to,intimacy_4
10387,Before considering marital therapy,intimacy_4
10388,The right therapist can,intimacy_4
10389,Strengthen your own belief,intimacy_4
10390,From the brief description,intimacy_4
10391,The best you can,intimacy_4
10392,The behaviors you describe,intimacy_4
10393,   You can not,intimacy_4
10394,   This is very,intimacy_4
10395,   Finding a therapist,intimacy_4
10396,   If you are,intimacy_4
10397,It 's a great,intimacy_4
10398,Infidelity is common .,intimacy_0
10399,In a largest study,intimacy_0
10400,You are not alone,intimacy_0
10401,"First of all ,",intimacy_0
10402,He could have chosen,intimacy_0
10403,Your partner needs to,intimacy_0
10404,The question is :,intimacy_0
10405,Forgiveness is not easy,intimacy_0
10406,It wo n't just,intimacy_0
10407,"And yes , it",intimacy_0
10408,Even though it is,intimacy_0
10409,You can not hold,intimacy_0
10410,All of this is,intimacy_0
10411,Is he and this,intimacy_0
10412,Are you equally committed,intimacy_0
10413,"If so , do",intimacy_0
10414,Work on it together,intimacy_0
10415,For additional specific ideas,intimacy_0
10416,HelloYes many couples have,intimacy_0
10417,How sincere is he,intimacy_0
10418,The key is to,intimacy_0
10419,Please do n't take,intimacy_0
10420,Look at the foundation,intimacy_0
10421,   Is there cracks,intimacy_0
10422,How do you feel,intimacy_0
10423,Never assume monogamy discuss,intimacy_0
10424,No one can tell,intimacy_0
10425,That is a very,intimacy_0
10426,  Start by setting,intimacy_0
10427,   If this may,intimacy_0
10428,  Just remember even,intimacy_0
10429,Just because you leave,intimacy_0
10430,Thank you for your,intimacy_0
10431,Many couples that experience,intimacy_0
10432,When an affair is,intimacy_0
10433,The betrayed partner might,intimacy_0
10434,And the partner that,intimacy_0
10435,""" Will they trust",intimacy_0
10436,""" How long will",intimacy_0
10437,Because of the complexities,intimacy_0
10438,"When infidelity happens ,",intimacy_0
10439,I 'm sorry that,intimacy_0
10440,"In my experience ,",intimacy_0
10441,"Hopefully , the other",intimacy_0
10442,It will be difficult,intimacy_0
10443,Just know that you,intimacy_0
10444,"Definitely yes , it",intimacy_0
10445,Since your trust was,intimacy_0
10446,Do you feel he,intimacy_0
10447,Before you and he,intimacy_0
10448,Ask yourself if the,intimacy_0
10449,you 're not as,intimacy_0
10450,If each of you,intimacy_0
10451,As a relationship therapist,intimacy_0
10452,The short answer to,intimacy_0
10453,The current rate of,intimacy_0
10454,My biggest suggestion for,intimacy_0
10455,Best of luck !,intimacy_0
10456,Betrayal in a relationship,intimacy_0
10457,Sometimes feelings about the,intimacy_0
10458,"The fact that """,intimacy_0
10459,I highly recommend working,intimacy_0
10460,"Together , you can",intimacy_0
10461,I do believe it,intimacy_0
10462,Finding out about an,intimacy_0
10463,It 's usually jarring,intimacy_0
10464,I encourage you to,intimacy_0
10465,You asked whether it,intimacy_0
10466,It depends on many,intimacy_0
10467,I would recommend that,intimacy_0
10468,There are certain ways,intimacy_0
10469,Sometimes there are motivations,intimacy_0
10470,It could be that,intimacy_0
10471,Regarding whether you should,intimacy_0
10472,At the very least,intimacy_0
10473,It 's possible but,intimacy_0
10474,Both partners need to,intimacy_0
10475,"For some people ,",intimacy_0
10476,So it depends on,intimacy_0
10477,If you 're not,intimacy_0
10478,"Then , depending on",intimacy_0
10479,I think there are,intimacy_0
10480,  I think the,intimacy_0
10481,  Once you answer,intimacy_0
10482,"  First , if",intimacy_0
10483,"But , there 's",intimacy_0
10484,  You say your,intimacy_0
10485,  Would you agree,intimacy_0
10486,  Were you giving,intimacy_0
10487,  If you are,intimacy_0
10488,"  For instance ,",intimacy_0
10489,This is a common,intimacy_0
10490,"  In essence ,",intimacy_0
10491,  Until he understands,intimacy_0
10492,  This leads to,intimacy_0
10493,  You need to,intimacy_0
10494,It 's not that,intimacy_0
10495,Invaluable resource for relationships,intimacy_0
10496,But this is such,intimacy_0
10497,So back to the,intimacy_0
10498,"  For instance ,",intimacy_0
10499,"  Of course ,",intimacy_0
10500,OR you just will,intimacy_0
10501,  You need to,intimacy_0
10502,  You ca n't,intimacy_0
10503,"  But , be",intimacy_0
10504,  Get that book!In,intimacy_0
10505,  There is certainly,intimacy_0
10506,  Rebuilding trust can,intimacy_0
10507,  I truly recommend,intimacy_0
10508,  If you decide,intimacy_0
10509,"First off , let",intimacy_0
10510,"There is 
 generally",intimacy_0
10511,"These are 
 all",intimacy_0
10512,It might be helpful,intimacy_0
10513,Now to get to,intimacy_0
10514,"
 Can a relationship",intimacy_0
10515,The short answer is,intimacy_0
10516,"A bit longer 
",intimacy_0
10517,For many couples they,intimacy_0
10518,"If 
 you and",intimacy_0
10519,This is not an,intimacy_0
10520,  Good luck to,intimacy_0
10521,I 'm sorry for,intimacy_2
10522,Maybe next time you,intimacy_2
10523,   This way you,intimacy_2
10524,Even if the person,intimacy_2
10525,Listen to your gut,intimacy_2
10526,If you feel unsure,intimacy_2
10527,Keep yourself informed as,intimacy_2
10528,"Well yes , physical",intimacy_4
10529,  The sudden withdrawal,intimacy_4
10530,I agree with you,intimacy_4
10531,Your husband may not,intimacy_4
10532,The topic is very,intimacy_4
10533,In a therapist office,intimacy_4
10534,My answer is going,intimacy_4
10535,Ask your husband if,intimacy_4
10536,  If he says,intimacy_4
10537,  If he says,intimacy_4
10538,Maybe your girlfriend feels,intimacy_0
10539,There are so many,intimacy_0
10540,If the answer is,intimacy_0
10541,"Also , more simply",intimacy_0
10542,As long as each,intimacy_0
10543,If the fights are,intimacy_0
10544,Maybe you can start,intimacy_0
10545,Because this much time,intimacy_0
10546,That may also help,intimacy_0
10547,As far as your,intimacy_0
10548,"Then , once the",intimacy_0
10549,It 's also good,intimacy_0
10550,Then you know what,intimacy_0
10551,Also remember that following,intimacy_0
10552,Also consider noticing what,intimacy_0
10553,Think of the same,intimacy_0
10554,This could be a,intimacy_0
10555,Your compassionate reach out,intimacy_2
10556,That your ex bf,intimacy_2
10557,I believe your ex,intimacy_2
10558,"However , he is",intimacy_2
10559,Blaming you for feelings,intimacy_2
10560,From what you write,intimacy_2
10561,My only guess which,intimacy_2
10562,I 'm glad you,intimacy_2
10563,I see why you,intimacy_2
10564,I also wonder about,intimacy_2
10565,It sounds as if,intimacy_2
10566,Would you be willing,intimacy_2
10567,"During this time ,",intimacy_2
10568,You can also summarize,intimacy_2
10569,This does not mean,intimacy_2
10570,I hear you saying,intimacy_2
